"","cpid","livelihood.strategies","livelihood.category","incomeid","variable","value"
"6970","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"19",1
"6971","DEVAS"," goat ","SHEEP/GOAT REARING",301,"19",1
"6972","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"19",1
"6973","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"19",1
"6974","DEVAS","hen ","OTHER LIVESTOCKS",501,"19",1
"6975","DEVAS","bullocks","OTHER LIVESTOCKS",502,"19",1
"6978","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"19",1
"6979","DEVAS","Jhadu banana(broom making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"19",1
"6980","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"19",1
"6982","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"19",1
"6983","DEVAS","Kangi Banana( comb maker)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",706,"19",1
"6984","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"19",1
"6985","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"19",1
"6987","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"19",1
"6995","DEVAS","Mahua fruit","NTFP COLLECTION",904,"19",1
"6997","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"19",1
"6999","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"19",1
"7000","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"19",1
"7001","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"19",1
"7002","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"19",1
"7003","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"19",1
"7006","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"19",1
"7007","KHANDWA"," Jowar","AGRICULTURE",101,"19",1
"7008","KHANDWA","Maize","AGRICULTURE",102,"19",1
"7009","KHANDWA"," Paddy ","AGRICULTURE",103,"19",1
"7010","KHANDWA"," Wheat ","AGRICULTURE",104,"19",1
"7011","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"19",1
"7012","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"19",1
"7013","KHANDWA"," Cotton","AGRICULTURE",107,"19",1
"7014","KHANDWA"," Mugfali","AGRICULTURE",108,"19",1
"7015","KHANDWA"," Soyabean ","AGRICULTURE",109,"19",1
"7016","KHANDWA","Sugarcane","AGRICULTURE",110,"19",1
"7017","KHANDWA","Silk  Production","AGRICULTURE",111,"19",1
"7019","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"19",1
"7020","KHANDWA"," goat","SHEEP/GOAT REARING",301,"19",1
"7021","KHANDWA","Dairy (cow milk,buffalo milk)","DAIRY CATTLE",401,"19",1
"7022","KHANDWA"," bullocks","OTHER LIVESTOCKS",501,"19",1
"7023","KHANDWA"," hen","OTHER LIVESTOCKS",502,"19",1
"7026","KHANDWA","mahua liquor","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"19",1
"7027","KHANDWA"," amritpani (organic fertilizer in liquid form)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"19",1
"7028","KHANDWA","Consumer goods (cloth shop,flourmill,grocery store(kirana shop),fertilizer shop  ,multi hardware shop,medical shop,pesticide shop,xerox shop,electronic shop, petrol pump)","TRADE/BUSINESS/SERVICES",801,"19",1
"7029","KHANDWA","Charwaha(shepherd)","TRADE/BUSINESS/SERVICES",802,"19",1
"7033","KHANDWA","mobile shop ( repair and recharge )","TRADE/BUSINESS/SERVICES",806,"19",1
"7044","KHANDWA","Government Salaried job(ASHA worker,Rojgar Sahayak,Post men, Police (Constable ),Teacher ( primary School,middle school,secondary school),Panchayat Sachiv,Army personnel,Forest Guard,Aganwadi Worker,peon in collectorate, siksha karmi,Govt . Peon,govt water supplyer,Peon  in Govt . Agriculture  dept)","SALARIED JOB",1001,"19",1
"7045","KHANDWA","Private salaried job (Bus Conductor ,Development officer in NGO,Paraworker,private school teacher,driver )","SALARIED JOB",1002,"19",1
"7047","KHANDWA","social securty pension (Handicap, widow, Old age ) ","PENSION / REMITTANCES",1101,"19",1
"7048","KHANDWA","local agriculture labor (sugarcane,soyabean and wheat harvesting)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"19",1
"7049","KHANDWA","local skilled labor (Mason, Carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"19",1
"7050","KHANDWA","local unskilled labor (NREGA labor,labor for collecting tendu leaves)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"19",1
"7051","KHANDWA","migration for agriculture labor( wheat,soyabean and sugarcane harvesting)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"19",1
"7053","KHANDWA","migration for unskilled labor(construction site,Labor in private Company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"19",1
"7054","MAHBUBNAGAR","rice ","AGRICULTURE",101,"19",1
"7055","MAHBUBNAGAR","sorghum","AGRICULTURE",102,"19",1
"7056","MAHBUBNAGAR","cotton","AGRICULTURE",103,"19",1
"7057","MAHBUBNAGAR","pulses(blackgram,greengram,redgram,bengalgram,horsegram)","AGRICULTURE",104,"19",1
"7058","MAHBUBNAGAR","ground nut","AGRICULTURE",105,"19",1
"7060","MAHBUBNAGAR","sun flower","AGRICULTURE",107,"19",1
"7061","MAHBUBNAGAR","sesame ","AGRICULTURE",108,"19",1
"7062","MAHBUBNAGAR","castor","AGRICULTURE",109,"19",1
"7063","MAHBUBNAGAR","sajja(type of sorghum)","AGRICULTURE",110,"19",1
"7064","MAHBUBNAGAR","raagulu(type of sesame)","AGRICULTURE",111,"19",1
"7065","MAHBUBNAGAR","vegetable(tomato,brinjal,onion,okra,chilli,bittergourd,sorakaya(type of brinjal),keera,beera(type of bitter gourd),potato,fenugreek,spinach and coriander)","AGRICULTURE",112,"19",1
"7066","MAHBUBNAGAR","guava","TREE BASED LIVELIHOOD",201,"19",1
"7067","MAHBUBNAGAR","sapota (type of apple)","TREE BASED LIVELIHOOD",202,"19",1
"7069","MAHBUBNAGAR","custerd apple","TREE BASED LIVELIHOOD",204,"19",1
"7070","MAHBUBNAGAR","pomergranate","TREE BASED LIVELIHOOD",205,"19",1
"7071","MAHBUBNAGAR","mango orchard  (owner)","TREE BASED LIVELIHOOD",206,"19",1
"7072","MAHBUBNAGAR","lemon","TREE BASED LIVELIHOOD",207,"19",1
"7074","MAHBUBNAGAR","goat for meat","SHEEP/GOAT REARING",301,"19",1
"7075","MAHBUBNAGAR","sheep for meat","SHEEP/GOAT REARING",302,"19",1
"7076","MAHBUBNAGAR","cow for milk","DAIRY CATTLE",401,"19",1
"7077","MAHBUBNAGAR","bullocks","DAIRY CATTLE",402,"19",1
"7078","MAHBUBNAGAR","hen for meat","OTHER LIVESTOCKS",501,"19",1
"7079","MAHBUBNAGAR","bullocks for agriculture","OTHER LIVESTOCKS",502,"19",1
"7081","MAHBUBNAGAR","sale of cultivated fish(kora matta(slivercrap),kamshali,jellalu(rohi),botchallu(catla),royallu,rohathlu(grass craph)","FISHING/AQUACULTURE",602,"19",1
"7084","MAHBUBNAGAR","consumer goods(stationary shop,cloth shop,selling fertilizer,grocery shop)","TRADE/BUSINESS/SERVICES",801,"19",1
"7085","MAHBUBNAGAR","perhisable goods(mutton shop,chicken shop,tea shop,jewellary)","TRADE/BUSINESS/SERVICES",802,"19",1
"7086","MAHBUBNAGAR","mechannical business(cycle repair shop,motor cycle repair shop)  ","TRADE/BUSINESS/SERVICES",803,"19",1
"7087","MAHBUBNAGAR","tailor shop","TRADE/BUSINESS/SERVICES",804,"19",1
"7088","MAHBUBNAGAR","private transport business(auto,tractor,lorry(owner))","TRADE/BUSINESS/SERVICES",805,"19",1
"7089","MAHBUBNAGAR","mobile shop(recharge & repair)","TRADE/BUSINESS/SERVICES",806,"19",1
"7091","MAHBUBNAGAR","fire wood","NTFP COLLECTION",901,"19",1
"7092","MAHBUBNAGAR","govt.salaried job(teacher,police(s.i),conistable,village revenue officer,vatenary doctor,home guard,bank manager,sarpanch)","SALARIED JOB",1001,"19",1
"7093","MAHBUBNAGAR","private salaried job(watchman,teacher,mechanic worker,sales man)","SALARIED JOB",1002,"19",1
"7094","MAHBUBNAGAR","govt/private pension(retirement)","SALARIED JOB",1003,"19",1
"7097","MAHBUBNAGAR","social secretary pension(old age pension,widow pension,disabled penson)","PENSION / REMITTANCES",1101,"19",1
"7098","MAHBUBNAGAR","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"19",1
"7099","MAHBUBNAGAR","local skilled labor(centering worker,mistri,carpenter,welder)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"19",1
"7100","MAHBUBNAGAR","local unskilled labor(construction labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"19",1
"7102","MAHBUBNAGAR","migratory skilled labor(mistri, dry cleanerwork in mumbai city)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1302,"19",1
"7105","MALKANGIRI","Paddy","AGRICULTURE",102,"19",1
"7106","MALKANGIRI","Ragi(millet)","AGRICULTURE",103,"19",1
"7108","MALKANGIRI","Alsi","AGRICULTURE",105,"19",1
"7109","MALKANGIRI","Vegetable(Ash gourd, banglore baigano,beans,bitter gourd,bottle gourd,brinjal,butter beans,cabbage,cauliflower,chillies,dhonia,drumsticks,evy gourd,garlic,ginger,kidney beans,lady's finger,pumpkin,raddish,ridge gourd,snake gourd,kohlrabi,spinach,sweet root,tomato , tumeric)","AGRICULTURE",106,"19",1
"7116","MALKANGIRI","Sun flower","AGRICULTURE",113,"19",1
"7119","MALKANGIRI","papaya","TREE BASED LIVELIHOOD",202,"19",1
"7121","MALKANGIRI","mango","TREE BASED LIVELIHOOD",204,"19",1
"7127","MALKANGIRI","Bullocks for agriculture","OTHER LIVESTOCKS",502,"19",1
"7132","MALKANGIRI","Swan for meat","OTHER LIVESTOCKS",507,"19",1
"7133","MALKANGIRI","sale of wild fish(chigudi,kalipati,kapdu,moya)","FISHING/AQUACULTURE",601,"19",1
"7134","MALKANGIRI","sale of cultivated fish(american carp,grass carp,silver carp,telapia)","FISHING/AQUACULTURE",602,"19",1
"7165","MALKANGIRI","govt salaried job(Anganwadi helper,anganbadi karmi,army personnel, asha didi,clerk in malkangiri  college, peon in panchayat office, police, post master, peon in tahesildaar office,teacher,watchman)","SALARIED JOB",1002,"19",1
"7166","MALKANGIRI","private salaried job(mechanic at company, mechanical engineer, paper mill supervisor)","SALARIED JOB",1003,"19",1
"7168","MALKANGIRI","local agriculture labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"19",1
"7169","MALKANGIRI","local skilled labor(carpenter, blacksmith,pottery,mistri,driver, painter,)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"19",1
"7174","PALAMU","Maize","AGRICULTURE",101,"19",1
"7175","PALAMU","Paddy","AGRICULTURE",102,"19",1
"7176","PALAMU","Wheat","AGRICULTURE",103,"19",1
"7177","PALAMU","Barley ","AGRICULTURE",104,"19",1
"7180","PALAMU","Pulses(Gram,Masuri,Tur,Kurthi,Khesari)","AGRICULTURE",107,"19",1
"7185","PALAMU","Potato","AGRICULTURE",112,"19",1
"7192","PALAMU","Goat ","SHEEP/GOAT REARING",301,"19",1
"7195","PALAMU","Ox ","OTHER LIVESTOCKS",502,"19",1
"7196","PALAMU","Buffalo ","OTHER LIVESTOCKS",503,"19",1
"7200","PALAMU","Pig ","OTHER LIVESTOCKS",507,"19",1
"7206","PALAMU","gur(jaggery production)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"19",1
"7211","PALAMU","Private Clinic","TRADE/BUSINESS/SERVICES",805,"19",1
"7216","PALAMU","Owner of Mill for processing of wheat, rice","TRADE/BUSINESS/SERVICES",810,"19",1
"7228","PALAMU","Tendu leaves","NTFP COLLECTION",906,"19",1
"7231","PALAMU","Govt  Salaried job(Block Development officer,Jharkhand police,Para teacher,College professor,govt teacher,Railway dept(Group D),Army Police, Border secruty force, Bihar Police force.Anganwari sewika)","SALARIED JOB",1001,"19",1
"7232","PALAMU","Private salaried Job(Driver ,Civil  engineer)","SALARIED JOB",1002,"19",1
"7234","PALAMU","Social secruty Pension(disabled pension,old age Pension,Widow Pension )","PENSION / REMITTANCES",1101,"19",1
"7236","PALAMU","local skilled labor (barhi,mistri, rajmistri,sculpture)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"19",1
"7237","PALAMU","local unskilled labor (stone works, soil related labor,NREGA )","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"19",1
"7240","PALAMU","migratory unskilled labor(building construction, bridge construction, works in cressor) ","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"19",1
"7241","BANKURA","Potato","AGRICULTURE",107,"19",1
"7242","BANKURA","Khasla (oil seed)","AGRICULTURE",108,"19",1
"7243","BANKURA","Tisi (oil seed)","AGRICULTURE",109,"19",1
"7245","BANKURA","Jackfruit","TREE BASED LIVELIHOOD",201,"19",1
"7252","BANKURA","Cow ","DAIRY CATTLE",401,"19",1
"7253","BANKURA","Bullock ","OTHER LIVESTOCKS",501,"19",1
"7254","BANKURA","Buffalo ","OTHER LIVESTOCKS",502,"19",1
"7255","BANKURA","Duck (Egg and meat)","OTHER LIVESTOCKS",503,"19",1
"7256","BANKURA","Hen (Egg and meat)","OTHER LIVESTOCKS",504,"19",1
"7261","BANKURA","Mat (made from leaves of date tree)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"19",1
"7267","BANKURA","Perishable goods (vegetable store,tea & sweet stall,Chicken Shop,Pan stall, Bakery )","TRADE/BUSINESS/SERVICES",803,"19",1
"7269","BANKURA","sale of kerosene (from PDS)","TRADE/BUSINESS/SERVICES",805,"19",1
"7287","BANKURA","Govt. salaried Job (indian oil corporation,income tax dept, high school teacher, primary teacher,doctor,Railway clerk, central reserve police force,PWD night guard,Supply Inspector,panchayat secretary,ITBM,WBP,BSF,Army,Vetenary compounder,High school teacher,Post office Peon,Health dept,BLRO Peon,Block office,clerk,Kolkata Police,Central Industrial Security Force,School clerk,Railway police force,Supervisor in ICDS,Aganwari teacher,Nursery teacher,BDO,ADO,Post master,Bank Peon,Kangsabati Corporation's employee, Damodar valley corporation)","SALARIED JOB",1001,"19",1
"7288","BANKURA","Private Salaried Job (Driver,Law clerk,Tata motors,Cook in Military Canteen, Civic police,Engineer,Private Company,Fertilizer factory,Vest Factory,Data entry operator,Iron factory,Advocate,Nurse)","SALARIED JOB",1002,"19",1
"7291","BANKURA","local agriculture labour (Harvesting & Sowing)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"19",1
"7293","BANKURA","local unskilled labor(NREGA,Roof maker,Helper)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"19",1
"7294","BANKURA","migratory agriculture labor(sowing and harvesting of paddy)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1301,"19",1
"7296","BANKURA","migratory unskilled labor(labor for soil works,road/bridge/building construction,stone chipping, labor in hotel, worker in wholesale shop,labor in mill,helper with truck/bus,power plant,R.N factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"19",1
"7299","KACHCHH"," Sesame ","AGRICULTURE",103,"20",1
"7300","KACHCHH","Pulses (Mug, Math)","AGRICULTURE",104,"20",1
"7301","KACHCHH"," Sovin","AGRICULTURE",105,"20",1
"7303","KACHCHH"," Castor","AGRICULTURE",107,"20",1
"7304","KACHCHH"," Groundnut","AGRICULTURE",108,"20",1
"7305","KACHCHH"," Bajra(Millet)","AGRICULTURE",109,"20",1
"7306","KACHCHH"," Sorghum","AGRICULTURE",110,"20",1
"7314","KACHCHH","Sheep","SHEEP/GOAT REARING",301,"20",1
"7315","KACHCHH","Goat","SHEEP/GOAT REARING",302,"20",1
"7316","KACHCHH","milk from cow","DAIRY CATTLE",401,"20",1
"7317","KACHCHH","milk from buffalo","DAIRY CATTLE",402,"20",1
"7320","KACHCHH","charcoal production","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"20",1
"7327","KACHCHH","consumer goods (Ration Shop)","TRADE/BUSINESS/SERVICES",807,"20",1
"7332","KACHCHH","Private salaried job (salt factory,cement factory,shop, NGO, Pvt commpany, driver ","SALARIED JOB",1001,"20",1
"7333","KACHCHH","Govt salaried job ( police,pwd,teacher,postman,aganvadiworker,aganvadi helper,elec tric board,state transport,b s f,Railway Police,Coast guard,Indian Army)","SALARIED JOB",1002,"20",1
"7335","KACHCHH","social security pension (Window pension)","PENSION / REMITTANCES",1101,"20",1
"7336","KACHCHH","local Agriculture Labor","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"20",1
"7337","KACHCHH","local skilled labor(Mason, carpenter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"20",1
"7338","KACHCHH","local unskilled labor  (factory, indian air force,company)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"20",1
"7341","KACHCHH","migratory unskilled labor (factory)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"20",1
"7342","DEVAS"," paddy ","AGRICULTURE",101,"20",1
"7343","DEVAS","Wheat","AGRICULTURE",102,"20",1
"7344","DEVAS","pluses( Chawla,Urad,Moong)","AGRICULTURE",103,"20",1
"7345","DEVAS","Tilli","AGRICULTURE",104,"20",1
"7346","DEVAS","groundnut","AGRICULTURE",105,"20",1
"7347","DEVAS","chillies","AGRICULTURE",106,"20",1
"7348","DEVAS","jowar","AGRICULTURE",107,"20",1
"7349","DEVAS","maize","AGRICULTURE",108,"20",1
"7350","DEVAS","cotton","AGRICULTURE",109,"20",1
"7351","DEVAS","Soyabean","AGRICULTURE",110,"20",1
"7352","DEVAS","onion","AGRICULTURE",111,"20",1
"7353","DEVAS","potato","AGRICULTURE",112,"20",1
"7354","DEVAS","vegetable sale(garlic,gobi,batla,bitter gourd,balr,coriander,gawarfali,tumadi,chavlafali,fenugreek,raddish,carrot,spinach,tomato,surjnafali,giki,okra)","AGRICULTURE",113,"20",1
"7355","DEVAS"," goat ","SHEEP/GOAT REARING",301,"20",1
"7356","DEVAS","goat (for meat)","SHEEP/GOAT REARING",302,"20",1
"7357","DEVAS","Dairy milk (from cow and buffalo) ","DAIRY CATTLE",401,"20",1
"7358","DEVAS","hen ","OTHER LIVESTOCKS",501,"20",1
"7359","DEVAS","bullocks","OTHER LIVESTOCKS",502,"20",1
"7361","DEVAS"," cultivated fish(kamakaar,catla,girgit,mangrole)","FISHING/AQUACULTURE",602,"20",1
"7362","DEVAS","bamboo products (tokani and tat)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",701,"20",1
"7363","DEVAS","Jhadu banana(broom making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",702,"20",1
"7364","DEVAS","Mahua (liquor)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",703,"20",1
"7365","DEVAS","ET Banana (brick making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",704,"20",1
"7366","DEVAS","Rassi Banana(rope making)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",705,"20",1
"7367","DEVAS","Kangi Banana( comb maker)","HOME PRODUCTION(SMALL-SCALE PROCESSING)",706,"20",1
"7368","DEVAS","Gobar khad (sale of cowdung )","HOME PRODUCTION(SMALL-SCALE PROCESSING)",707,"20",1
"7369","DEVAS","Consumer goods (grocery store,flour mill)","TRADE/BUSINESS/SERVICES",801,"20",1
"7371","DEVAS","Kamkaji Lakadi (sale of small timber)","TRADE/BUSINESS/SERVICES",803,"20",1
"7372","DEVAS","construction contractor","TRADE/BUSINESS/SERVICES",804,"20",1
"7376","DEVAS","Charoli","NTFP COLLECTION",901,"20",1
"7379","DEVAS","Mahua fruit","NTFP COLLECTION",904,"20",1
"7380","DEVAS","Government Salaried job(Choukidar,Aanganwadi Teacher,Forest Guard,M.P. police,School Teacher,Army,Patwari ","SALARIED JOB",1001,"20",1
"7381","DEVAS","Private salaried job(doctor, truck driver)","SALARIED JOB",1002,"20",1
"7383","DEVAS","Social Security Pension(widow pension,old age pension)","PENSION / REMITTANCES",1101,"20",1
"7384","DEVAS","local agricultural labor (Hal chalana, bakhakhar chalana, kud-kachra saaf karna, buwai karna, nindai karna, dore chalana, dawai chhidkaw,pani chalana,faslo ki katai,kapas ki bunai, udhara(group agri labor))","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1201,"20",1
"7385","DEVAS","Bandhua mazdoor(bonded labor)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1202,"20",1
"7386","DEVAS","local unskilled labor(saja-munafa,podha ropan, med bandi,Tendu-Patta)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1203,"20",1
"7387","DEVAS","local skilled labor(  carpenter,mistri, woodcutter)","LOCAL LABOR (AGRI,SKILLED,UNSKILLED)",1204,"20",1
"7390","DEVAS","migratory unskilled labor (labor in company)","MIGRATORY LABOR(AGRI,SKILLED,UNSKILLED)",1303,"20",1
"7391","KHANDWA"," Jowar","AGRICULTURE",101,"20",1
"7392","KHANDWA","Maize","AGRICULTURE",102,"20",1
"7393","KHANDWA"," Paddy ","AGRICULTURE",103,"20",1
"7394","KHANDWA"," Wheat ","AGRICULTURE",104,"20",1
"7395","KHANDWA"," Pulses ( Chana,Chawala, Masoor, Mung,Tuwar, Urad)","AGRICULTURE",105,"20",1
"7396","KHANDWA"," vegetable(ballar, brinjal, okra,giki,pumpkin,fenugreek,spinach,tomato,chillies,bottlegourd,raddish,carrot)","AGRICULTURE",106,"20",1
"7397","KHANDWA"," Cotton","AGRICULTURE",107,"20",1
"7398","KHANDWA"," Mugfali","AGRICULTURE",108,"20",1
"7399","KHANDWA"," Soyabean ","AGRICULTURE",109,"20",1
"7400","KHANDWA","Sugarcane","AGRICULTURE",110,"20",1
"7401","KHANDWA","Silk  Production","AGRICULTURE",111,"20",1
"7402","KHANDWA"," banana","TREE BASED LIVELIHOOD",201,"20",1
"7403","KHANDWA"," Mahuwa flower","TREE BASED LIVELIHOOD",202,"20",1
